Market,Code,Company Name,Place of Incorporation of Foreign Companies,Industry,Symbol,Date of Listing,Chairman,General Manager,Spokesman,Title of Spokesman,Fiscal Year_end,Accounting Firm,CPA (Chartered Public Accountant)1,CPA (Chartered Public Accountant)2,Address,Telephone,Fax,Email Address,Web Address,Investor Relations Contact Person,Title of IR Contact Person,Telephone of IR Contact Person,Email Address of IR Contact Person
TPEx Listed Company,2924,Cayman Island Grand Galactica Corp Limited,Cayman Islands,Household,Grand Galactica,2011/12/02,"Huang, Ai-Ling","DUAN,JIA-JIE",Samantha tseng,Vice President,DEC 31,KPMG,"CHIH,SHIH-CHIN","HUANG,HSIN-TING","10F., No. 46, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City104,Taiwan Taipei",(02)2547-5805,(02)2719-9279,im@ggalactica.com,http://www.ggalactica.com,Samantha tseng,Vice President,(02)2511-6928,im@ggalactica.com
TPEx Listed Company,2926,Eslite Spectrum Corporation,－,Cultural and Creative Industries,Eslite Spectrum,2013/01/30,WU WEN CHIEH,WU WEN CHIEH,WU LI JIE,CFO,DEC 31,PRICE WATERHOUSE COOPERS,YANG HUEI TZU,CHANG SHU CHIUNG,"B1,No. 204 , Songde Rd Taipei 110027, Taiwan",(02)6638-5168,(02)6638-5268,ir@eslite.com,http://www.eslitespectrum.com.tw,CHENG SHU HSIN,Director,(02)6638-5168,ir@eslite.com
TPEx Listed Company,2937,"Gseven Co., Ltd.",－,Household,Gseven,2017/06/08,Alan Lu,"HSIEH,SHU-MIN",Andy,vice president,DEC 31,PricewaterhouseCoopers,A-Shen Liao,Chun-Kai Wang,"1F., No.265, Zhong zheng 1st Rd., Lingya Dist., Kaohsiung City 80283, Taiwan",07-7273128,07-7273983,andy-ho@gseven.com.tw,www.gseven.com.tw,Andy,vice president,07-7273128,andy-ho@gseven.com.tw
TPEx Listed Company,2941,MISTER INTERNATIONAL ENTERPRISE CORP.,－,Household,MISTER,2024/03/20,RAY,IVEN,IVEN,CEO,DEC 31,PWC,"LIN,YA-HUEI","WU, JEN-CHIEH","Rm. 1, 22F., No.236, Shizheng N. 2nd Rd., Xitun Dist. Taichung City 407, Taiwan (R.O.C.)",0422549396,0422592576,leslie@life8.com.tw,www.life8.com.tw,Leslie,Chief Financial Officer,0422549396#706,stock@life8.com.tw
TPEx Listed Company,2947,"ZHEN YU HARDWARE CO., LTD.",－,Household,Zhen Yu,2021/10/06,Shan Tseng,Hew Hung,Betty Hung,Vice President,DEC 31,PricewaterhouseCoopers,Jerry Lai,Sung-Yun Wu,"No. 27, Sec. 2, Huanzhong Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",04-24261580,04-24264510,ir@ald.com.tw,www.ald.com.tw,Vic Chiang,Senior Manager,04-24261580,ir@ald.com.tw
TPEx Listed Company,2948,Bausen Inc,－,Household,Bausen,2023/12/12,Troy Huang,Troy Huang,Troy Huang,Chairman & General Manager,DEC 31,Ernst & Young,Cheng-Wei Lin,Chen KuoShuai,"16F,No.508, Sec.5,Zhongxiao E.Rd.,Xinyi Dist., Taipei City 11083, Taiwan (R.O.C)",02-27261668,02-27261610,service@bausen.com,https://www.bausen.com/,Elvis Cheng,Vice General Manager,02-27261668,service@bausen.com
TPEx Listed Company,2949,"H.H.GALAXY CO., LTD.",－,Digital and Cloud Services,HHG,2023/12/15,"CHEN, TI-JEN","HUANG, HUAI-EN","YU, WEI-MIN",Finance Director,DEC 31,Ernst & Young Global Limited,"LIN, SU-WEN","CHANG, CHIAO-YING","6F., No. 45, Dongxing Rd., Xinyi Dist., Taipei City 110403, Taiwan (R.O.C.)",(02)8768-3830,(02)8768-3832,hhg_sa@hhgalaxy.com.tw,https://www.hhgalaxy.com.tw/,"YU, WEI-MIN",Finance Director,(02)8768-3830,hhg_sa@hhgalaxy.com.tw
TPEx Listed Company,3064,Astro Corporation,－,Cultural and Creative Industries,Astro Corp.,2004/06/09,"LIN,KUO-TAI","LIN,YOU-XIANG","LIN,YOU-XIANG",General manager,DEC 31,ERNST & YOUNG,Hunbin Yang,Daniel Hsu,"10F,No.111-1,Hsing De Rd.,Sanchong Dist  New Taipei City , Taiwan (R.O.C.)",(02)85110555,(02)85110556,astro3064@astrocorp.com.tw,www.astrocorp.com.tw,vacancy,vacancy,(02)8511-0555#135,vacancy
TPEx Listed Company,3066,"TAIWAN OASIS TECHNOLOGY CO., LTD.",－,Optoelectronic,TAIWAN OASIS,2004/12/02,"Lee, Ming-Shun","Lee, Ming-Shun","Lee, Ming-Shun",Chairman,DEC 31,Deloitte & Touche,"Chang, Chih Yi",Hong Kenny,"27F, No.97, Sec.1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, Taiwan New Taipei City, TAIWAN, R. O. C.",(02)27066258,(02)26973658,candy.chiu@oasistek.com,http://www.oasistek.com,candy.chiu,Manager,(02)27066258,candy.chiu@oasistek.com
TPEx Listed Company,3067,PNC INTERNATIONAL INC.,－,Other Electronic,PNC,2003/10/21,"YAU,TIAN-CHI","ZOU,JING-WUN",Brad Kao,Director,DEC 31,Crowe Horwath (TW) CPAs,WANG JIA SIANG,JHUO CHING CHYUAN,"3 F., No. 96, Xingde Rd., Sanchong Dist., New Taipei City, Taiwan",(02)2659-2166,(02)2659-2359,ir@twphonic.com,www.twphonic.com,Brad Kao,Director,(02)2659-2166,ir@twphonic.com
TPEx Listed Company,3071,ADDA CORP.,－,Computer and Peripheral Equipment,ADDA,2004/12/30,Jui-yi Huang,Jui-yi Huang,Johnny Tsai,Chairman Special Assistant,DEC 31,"DIWAN, ERNST & YOUNG",Fangwen Lee,Jemmy Yao,"NO. 6 EAST SECTION INDUSTRY 6 RD. PINGTUNG CITY, TAIWAN. R. O. C",(07)2695166,(07)2692011,tsai@adda.com.tw,http://www.adda.com.tw,Johnny Tsai,Chairman Special Assistant,(07)2695166-308,tsai@adda.com.tw
TPEx Listed Company,3073,"Teamphon Energy Co., LTD.",－,Green Energy and Environmental Services,Teamphon,2007/10/08,Gan Zheng Zhi,Gan Zheng Zhi,wehsu,Senior Manager,DEC 31,KPMG,Maggie Chang,Ryan Pan,"3F., No. 99, Jilin Rd., Zhongshan Dist., Taipei City 104, Taiwan",02-2502-2285,02-2502-3669,info@tpenergy.com.tw,https://www.tpenergy.com.tw,Tim Chu,Section Manager,02-2502-2285#603,tim@tpenergy.com.tw
TPEx Listed Company,3078,"CHANNEL WELL TECHNOLOGY CO.,LTD",－,Electronic Parts/Components,CWT,2005/01/31,"Pan, Chun-Wei","Yen,Shiow-Hu",Yang Tan Chun,Finance Chief,DEC 31,Deloitte & Touche,"CHOU,SHIH-CHIEH","GUNG, TZA-LI","13F., No.208, Xingfu Rd., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)",03-2220268,03-2220267,monica@mail.cwt.com.tw,www.cwt.com.tw,Yang Tan Chun,Finance Chief,03-2220268#270,monica@mail.cwt.com.tw
TPEx Listed Company,3081,LandMark Optoelectronics Corporation,－,Communications and Internet,LandMark,2015/07/22,Ching Yi Chang,Roger Lo,Jerry Yang,Chief Financial Officer,DEC 31,KPMG Certified Public Accountants,Terry Su,Eric Chen,"No.12,Nanke 9th Rd,Shanhua Dist. Tainan City, Taiwan R.O.C",(06)5058999,(06)5055189,investor@lmoc.com.tw,https://www.lmoc.com.tw/,Jerry Yang,Chief Financial Officer,(06)5058999,investor@lmoc.com.tw
TPEx Listed Company,3083,CHINESE GAMER INTERNATIONAL CORPORATION,－,Cultural and Creative Industries,CHINESEGAMER,2003/12/02,"Wang, Chin-Po","Leu, Shyue-Sen","Leu, Shyue-Sen",President,DEC 31,Deloitte Touche Tohmatsu,"LIU,MING-HSIEN","LI,KUAN-HAO","4F,2,Lane 47,Sec.3,Nangang Rd. Taipei,Taiwan,R.O.C.",02-2652-2689,02-2653-8905,investment@chinesegamer.net,www.chinesegamer.net,CHIANG TSAI LIN,CFO,02-26522689,investment@chinesegamer.net
TPEx Listed Company,3085,"NEWRETAIL CO., LTD",－,Digital and Cloud Services,NEWRETAIL,2004/03/01,LEE YUN CHIN,"WU,LI-CI",LEE YUN CHIN,Chairman,DEC 31,Moore Stephens DaHua (Taiwan) CPAs,"WU, KUEN-YI","WU, HSIEN-EN","6F, No. 15, Ln. 128, Xinhu 1st Rd., Taipei City, Taiwan R.O.C",(02)25596189,(02)25591518,michael_hsu@newretail.com.tw,http://www.newretail.com.tw/,HSU CHIA HAO,Financial Manager,02-25596189,michael_hsu@newretail.com.tw
TPEx Listed Company,3086,Wayi International Digital Entertainment Co.,－,Cultural and Creative Industries,WAYI,2004/03/29,"Shih,Shu-Kai","Shih,Shu-Kai",Paul Lee,CFO,DEC 31,Deloitte&Touche,"Tsai, Tsung Yuan","Chou, Yi-Lung","6F., No. 39, Ln. 141, Xing'ai Rd., Neihu Dist., Taipei City , Taiwan Taipei, Taiwan",55590070,55590095,investment@wayi.com.tw,www.wayi.net,Paul Lee,CFO,55590070,investment@wayi.com.tw
TPEx Listed Company,3088,"AXIOMTEK CO., LTD.",－,Computer and Peripheral Equipment,AXIOMTEK,2005/04/28,"YANG,YU-TE","William Wu, Chiven Fan",Skin Huang,Senior Special Assistant,DEC 31,"PricewaterhouseCoopers, Taiwan","LIN, PO-CHUAN","TSAI, PEI-HUA","8F., No.55, Nanxing Road, Xizhi District New Taipei City 221026, Taiwan",(02)8646-2111,(02)8646-2555,jane.hsu@axiomtek.com.tw,http://www.axiomtek.com.tw,Skin Huang,Senior Special Assistant,(02)8646-2111#8010,IR@axiomtek.com.tw
TPEx Listed Company,3093,"TAIWAN KONG KING CO.,LTD",－,Other Electronic,TKK,2005/06/17,Victor Chang,"Hung-Ying, Liao",Liao Hung-Ying,President,DEC 31,Ernst &Young,ZHANG ZHI-MING,YANG HONG-BIN,"5F-4 NO.66,SEC2.Nan Kan Road. Lu-Chu,Taoyuan,Taiwan,R.O.C",03-3529333,03-3524566,Nina_Lin@tkk.com.tw,www.tkk.com.tw,Chris Chou,Administration Div. Vice President,+88633529332 #323,Chris_Chou@tkk.com.tw
TPEx Listed Company,3095,"Taiwan CHI CHENG Enterprise Co., Ltd.",－,Communications and Internet,CCC,2005/05/26,"CHANG, ZIN-KAIN","CHANG, TSUEI-YUN",Norman Chang,Business Development General Manager,DEC 31,KPMG Certified Public Accountants,"Wu, Chia Han","Lu, Lily","NO.111 Chien-Er Rd New Taipei City ,Taiwan ROC",(02)2222-6638,(02)2225-6240,jones.chou@chicheng.com.tw,http://www.chicheng.com.tw,Jones Chou,Director,02-22226638#17000,jones.chou@chicheng.com.tw
TPEx Listed Company,3105,WIN SEMICONDUCTORS CORP.,－,Semiconductor,WIN,2011/12/13,Dennis Chen,Kyle Chen,Joe Tsen,Associate Vice President,DEC 31,KPMG,CHEN YA-LING,ZHENG BO-REN,"No.69, Keji 7th Rd., Hwaya Technology Park Guishan Dist., Taoyuan City, Taiwan",03-397-5999,03-397-5009,ir@winfoundry.com,www.winfoundry.com,Derek Chen,Project Manager of IR,分機18684,ir@winfoundry.com
TPEx Listed Company,3114,"Howteh Technology Co., Ltd.",－,Electronic Parts/Components,HT,2004/03/25,Bruce Chen,"Lishan Wu, Alex Chuang",Kevin Lee,Special Assistant to General Manager,DEC 31,ERNST&YOUNG,"CHANG, CHIAO-YING","CHANG, CHIH-MING","6th Floor, No. 25, Tun Hwa S. Rd., Sec. 1 Taipei City, Taiwan, R.O.C.",02-25708818,02-25709888,spokesman@howteh.com.tw,https://www.howteh.com.tw,Kevin Lee,Special Assistant to General Manager,02-2570-8818,htfin@howteh.com.tw
TPEx Listed Company,3115,"Trust-Search Corp.,Ltd.",－,Electronic Parts/Components,TSC,2005/04/08,"Cheng Yu enterprise management consulting Co., LTD. CHEN MING KUAN",LUO JIN JEN,Mike,CTO,DEC 31,Benison Associated CPA's Firm,"LIN, YU-YA","WANG,HSIN-YUAN","7F.No.172, Sec.4, Chengde Rd., Shilin Dist. Taipei City 111, Taiwan",(02)28816777,(02)28820829,abin@tscl.com.tw,https://www.tscl.com.tw,Mike,CTO,(02)28816777,mike.chen@tscl.com.tw
TPEx Listed Company,3118,LEVEL BIOTECHNOLOGY INC.,－,Biotechnology and Medical Care,LEVEL,2008/05/21,"Chiu, Chun-Lung","Yeh, Chia-Hsien","Chiu, Chun-Lung",President,DEC 31,KPMG Certified Public Accountants,"Yang,Shu Chih","Chen,Pei Chi","No. 80, Lane 169, Kang-Ning, St.,Hsi-Chih Dist., New Taipei City, TAIWAN, R.O.C.",02-26959935,02-26950403,pr@mail.level.com.tw,www.level.com.tw,"Lee, Yi-Hsien",Financial Vice President,02-26959935,pr@mail.level.com.tw
TPEx Listed Company,3122,"Megawin Technology Co.,Ltd.",－,Semiconductor,Megawin,2015/01/26,"Wen,Kow-Liang","Lin, Ming-Wei","Liao, Chung-Jung",Vice President,DEC 31,Deloitte & Touche,&nbsp;,&nbsp;,"7F-1, No. 8, Taiyuan 1st St., Jhubei City, Hsinchu County 30288, Hsin-Chu County, Taiwan",03-5601501,03-5601510,sholder@megawin.com.tw,www.megawin.com.tw,"Liao, Chung-Jung",Vice President,03-6234096,sholder@megawin.com.tw
TPEx Listed Company,3128,"Hi Sharp Intelligence Technology Co.,Ltd.",－,Optoelectronic,HI SHARP,2006/09/04,JERRY CHIANG,FRED SHIAU,FRED SHIAU,GM,DEC 31,DELOITTE & TOUCHE,Jui-Hsuan Ho,CHANG KENG-HSI,NO. 673 CHANG SHING ROAD PA TE CITY TAOYUAN TAIWAN R.O.C.,03-3653121,03-3658688,fred@hisharp.com.tw,www.hisharp.com,LITA CHIANG,DIRECTOR,03-3653121分機512,lita@hisharp.com.tw
TPEx Listed Company,3131,GRAND PROCESS TECHNOLOGY CORPORATION,－,Other Electronic,GPTC,2011/01/17,Robin Chang,Jao Huang,Travis Liang,Vice President,DEC 31,PricewaterhouseCoopers Taiwan,"LI, TIEN-YI","CHIANG, CHENG-HAN","No.89, Sec. 6, Zhonghua Rd., Xiangshan Dist., Hsinchu City 30095, Taiwan (R.O.C.)",03-5183030,03-5183560,invest@gptc.com.tw,https://www.gptc.com.tw/,Cage Chuang,Manager,03-5183030 ext.2002,invest@gptc.com.tw
TPEx Listed Company,3141,"Ultra Chip, Inc.",－,Semiconductor,UltraChip,2014/03/14,Daniel Hsu,Daniel Hsu,Daniel Hsu,President,DEC 31,Deloitte Touche Tohmatsu Limited,Alice Huang,Robert Yu,"4F, No. 618, Ruiguang Rd, Nei Hu Dist Taipei, Taiwan, R.O.C.",02-87978947,02-87978910,invest@ultrachip.com,www.ultrachip.com,Sara Wang,director,87978947,invest@ultrachip.com
TPEx Listed Company,3147,"JETWELL COMPUTER CO.,LTD.",－,Information Service,JETWELL,2018/05/29,Li Chih-Chung,Tseng Shen-Shun,ermin,Manager,DEC 31,PricewaterhouseCoopers International Limited,LIAO A SHEN,Charles W Wang,"No.1163,MIN TSU 1ST ROAD, KAOHSIUNG,TAIWAN",07-3458011,07-3458433,jetwell@mail.jetwell.com.tw,http://www.jetwell.com.tw,Ellin,Manger,07-3458011,ellin@mail.jetwell.com.tw
TPEx Listed Company,3152,Advanced Ceramic X Corporation,－,Communications and Internet,ACX,2008/03/24,"Shuang De Investment Co.,Ltd.Kuo Jianwen",Kuo Jianwen,Hsien-Liang Chou,Manager,DEC 31,KPMG Certified Public Accountants,LU CHIEN HUI,CHENG AN CHIH,"165 Hanyang Road, Hsinchu Industrial District Hsinchu Hsien, Taiwan, 30352",(03)5987008,(03)5987001,acx@acxc.com.tw,http://www.acxc.com.tw,Hsien-Liang Chou,Manager,03-5987008,invest@acxc.com.tw
TPEx Listed Company,3162,UNITED ALLOY-TECH COMPANY,－,Electric Machinery,UAT,2005/10/03,Jenny Hwu,Jenny Hwu,"CHANG,CHUN-CHENG",FINANCIAL OFFICER,DEC 31,PwC,"Chih, Ping Chiun","Hsu, Ming Chuan","NO.938,Zhongxing Rd., She-Tzu Village Xinwu Dist.,Taoyuan City32746,Taiwan TAO-YUAN HSIEN.TAIWAN R.O.C",03-4777561,03-4777563,raychang@al-uatc.com,www.al-alloy.com.tw,"CHANG,CHUN-CEHNG",FINANCIAL OFFICER,02-27921578分機703,raychang@al-uatc.com
TPEx Listed Company,3163,Browave Corporation,－,Communications and Internet,Browave,2012/12/03,Jimwl.Cheng,Victor.Hwang,George Chang,Deputy general manager,DEC 31,PriceWaterHouseCoopers,Liu Chien Yu,Hsieh Chih Cheng,"3F, No.30, Industry East. Road IX, Hsinchu Science Park Hsin Chu 30075, Taiwan, ROC",035630099,035630022,browave3163@browave.com,http://www.browave.com,Jeannette Yu,Chief corporate governance officer,035630099#3163,jeannette.yu@browave.com
TPEx Listed Company,3169,ASIX ELECTRONICS CORPORATION,－,Semiconductor,ASIX,2009/11/24,David C. Wang,Frank Fan,David C. Wang,CSO,DEC 31,KPMG Certified Public Accountants,Eric Wu,Archie Cheng,"4F, NO 8, Hsin Ann Rd., Hsinchu Science Park, Hsinchu, Taiwan, R.O.C.",03-5799500,03-5771499,csr@asix.com.tw,https://www.asix.com.tw,Nicole Tsai,Director,03-5799500,csr@asix.com.tw
TPEx Listed Company,3171,"Yem Chio Distribution Co., Ltd.",－,Household,YCD,2004/09/17,"Lee, Chi-Cheng","Chiang, Wen-Jung",Chang Yung Chieh,Director of Finance Division,DEC 31,"Ernst & Young Global Limited,Taiwan",Liu Rong-Jin,Hsieh Sheng-An,"5F., No.397, Xingshan Rd., Neihu Dist., Taipei,Taiwan,R.O.C",(02)81706199,(02)87921311,tammy.huang@ycgroup.tw,https://www.ycdist.com/,Lin Yong Shi,Senior Specialist,02-81706199,tiffany@achem.ycgroup.tw
TPEx Listed Company,3176,Medigen Biotechnology Corporation,－,Biotechnology and Medical Care,MEDIGEN,2011/11/23,Stanley Chang,Stanley Chang,Arlene Chiang,"Vice President, Operations Dept.",DEC 31,ERNST & YOUNG,"Kuo, Shao-Pin","Yu, Chien-Ju","14F.,Bldg.F,NO.3,Yuancyu ST.,Nangang District,Taipei City 115,Taiwan Taipei, Taiwan 115.",[02]7722-5200,[02]7722-5300,info@medigen.com.tw,https://www.medigen.com.tw,Kathleen Wu,Senior Specialist,(02)7722-5200#851,Kathleen.Wu@medigen.com.tw
TPEx Listed Company,3178,"GONGIN PRECISION INDUSTRIAL CO.,LTD",－,Semiconductor,GONGIN,2018/11/19,YO-HSIN SU,HUNG-YING SU,HUNG-YING SU,General manager,DEC 31,PRICE WATERHOUSE COOPERS,"WANG, KUO-HUA",Liao . A-Shen,"168, PA-TE 2ND ROAD, REN WUU, KAOHSIUNG, TAIWAN, R.O.C",07-3597177,07-3464392,gongin@mail.gongin.com.tw,www.gongin.com.tw,HUNG-YING SU,General manager,0905983178,hysu@mail.gongin.com.tw
TPEx Listed Company,3188,"Golden Long Teng Development Co., Ltd.",－,Building Material and Construction,GLTD,2004/03/17,"HUANG, HSUEH-TENG","HUANG, CHING-CHIA",Chen Tsung Tsan,Vice President,DEC 31,Deloitte,Climent Liu,Chao Wang,"No.33, Mingcheng 4th Rd., Gushan Dist. Kaohsiung City 80457, Taiwan (R.O.C.)",(07)555-7880,(07)555-7882,service@gltd.com.tw,https://www.gltd.com.tw/,Chen Tsung Tsan,Vice President,(07)555-7880,service@gltd.com.tw
TPEx Listed Company,3191,"YJN CO.,LTD.",－,Electronic Parts/Components,YJN,2005/04/12,"CHEN,GUO-SYUN",YANG PEN-CHUAN,Jason Huang,Chief financial officer,DEC 31,MOORE DaHua (Taiwan) CPAs,"HUANG,JYUN-YAN","GUO,YI-CIAN","6F.-8, No.7, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 10043, Taiwan (R.O.C.)",02-23123081,02-23123082,86105242@yjn.tw,http://www.holdjinn.com.tw,Jason Huang,Chief financial officer,02-23123081,86105242@yjn.tw
TPEx Listed Company,3205,Sagittarius Life Science Corp.,－,Biotechnology and Medical Care,SLS,2005/09/12,Yang Chin-Tsung,Norris Chen,Cathy Wu,Vice President,DEC 31,KPMG,Linda Chiang,Marshal Wu,"10F-6, No.3, Park St., Nangang District, Taipei City, Taiwan",02-26557166,02-26557066,carrie.chang@naturalbiokey.com,http://www.naturalbiokey.com,Carrie Chang,CFO,02-26557166,carrie.chang@naturalbiokey.com
TPEx Listed Company,3206,KINGSTATE ELECTRONICS CORP.,－,Electronic Parts/Components,KINGSTATE,2007/02/08,Yentang Chang,Yentang Chang,Charlotteyeh,Executive Vice President,DEC 31,KPMG is a Taiwan licensed public accounting firm,Po-Shu Huang,Chung-Shun Wu,"10F., No.69-11, Sec. 2, Zhongzheng E. Rd., Danshui Dist., New Taipei City 251, Taiwan (R.O.C.)",02-2809-5651,02-2809-7151,KS3206@kingstate.com.tw,www.kingstate.com.tw,sunnylin,Executive Assistant to Chairman,(02)28095651,sunnylin@kingstate.com.tw
TPEx Listed Company,3207,"YAO SHENG ELECTRONIC CO., LTD.",－,Electronic Parts/Components,YAO SHENG,2004/11/04,"SU, HOU-HSI","CHIU, MING-FA",SU/HSIAOHUI,Associate Manager of the General Administrati,DEC 31,KPMG,Ryan Pan,Maggie Chang,"No. 309-28, Daying Rd Daxi Dist., Taoyuan City, Taiwan (R.O.C)",03-3895755,03-3893755,ystrns@yselectronic.com,www.top-nation.com,"CHIU, MING-FA",GENERAL MANAGER,(03)3895755,ystrns@yselectronic.com
TPEx Listed Company,3211,Dynapack International Technology Corporation,－,Computer and Peripheral Equipment,Dynapack,2004/11/08,"Chung,Tsung-Ming","Chang,Chung-Hsing","Lin,Yu-Huei",Senior Vice President of Finance Division,DEC 31,Deloitte & Touche,"Chien,Ming-Yen","Wu,Shih-Tsung","13F., No. 188, Wenhe Rd., Guishan Dist. Taoyuan City 333,Taiwan, R.O.C",(03)396-3399,(03)396-3116,無,www.dynapack.com.tw,"Lin,Yu-Huei",Senior Vice President of Finance Division,(03)396-3399 #7728,invest@dynapack.com.tw
TPEx Listed Company,3213,Mildef Crete Inc.,－,Computer and Peripheral Equipment,Mildef,2004/10/01,Shen I-Tung,Shen I-Tung,Chou Yung Hsiang,Vice President,DEC 31,KPMG Certified Public Accountants,KAO CHING WEN,TANG TZU-CHIEH,"7F, No.250, Sec.3, Pei Shen Rd., Shen Keng Dist., New Taipei City 222, Taiwan",(02)2662-6074,(02)2664-2662,ada.liu@mildefcrete.com,http://www.crete.com.tw/,Chou Yung Hsiang,Vice President,(02)2662-6074#501,nelson.chou@mildefcrete.com
TPEx Listed Company,3217,ARGOSY RESEARCH INC.,－,Electronic Parts/Components,ARGOSY,2004/04/30,Chao Liang Wang,Sammy Liu,Sammy Liu,General Manager,DEC 31,Moores Rowland CPAs,"Yang, Yung Cheng","Yu, Pei Chin","No.15-3, Neo Pu South Rd. Hsinchu, Taiwan. R.O.C.",03-5302747,03-5307048,argosy@argosy.com.tw,argosytw.com,Jenny Fan,CFO,03-5302747,jennyfan@argosy.com.tw
TPEx Listed Company,3218,"UNIVERSAL VISION BIOTECHNOLOGY CO., LTD.",－,Biotechnology and Medical Care,UNIVERSAL,2004/11/29,Shu-Fang Ou,Kenneth Lu,Liu Chun-Chieh,Senior Manager,DEC 31,DELOITTE & TOUCHE,Liao Wan I,Tsai Tsung Yuan,"4F., No.3-1, Yuanqu St., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-26558000,02-26557890,jay.liu2@eyecenter.com.tw,www.uvb.com.tw/,Natalie Chang,IR Manager,26558000,ir@eyecenter.com.tw
TPEx Listed Company,3219,"Aethertek technology co., Ltd.",－,Other Electronic,Aethertek,2004/03/19,Harry Wu,Harry Wu,Michael Wang,Financial Management Center,DEC 31,Deloitte & Touche,Steven Hsieh,Ivon Peng,"9F., No. 607, Rueiguang Rd., Neihu Dist., Taipei City , Taipei,Taiwan (R.O.C.)",(02)2658-2068,(02)2658-2098,contact@aether-tek.com,https://www.aether-tek.com/,Michael Wang,Financial Management Center,(02)2658-2068,contact@aether-tek.com
TPEx Listed Company,3221,"TAI-SAW TECHNOLOGY CO.,LTD.",－,Communications and Internet,TST,2006/02/22,YT Huang,Vincent Lee,Vincent Lee,Executive Vice President,DEC 31,KPMG,Michelle Wang,Heidi Huang,"No. 3, Gungye 2nd Rd. Ping-Chen Dist.,Taoyuan,Taiwan, R.O.C.",03-469-0038,03-469-7532,spokesman@mail.taisaw.com,http://www.taisaw.com,Paul Lee,Financial & Accounting Department Director,03-4690038,spokesman@mail.taisaw.com
TPEx Listed Company,3224,MetaTech (AP) Inc.,－,Electronic Products Distribution,MetaTech,2004/06/03,Fred Yang,"TANG,HUNG-TE",DAVID TANG,General manager,DEC 31,KPMG,"KUO,HSIN-I","KOU,HUI-CHIH","14F-3,NO.75 SEC.1,HSIN TAI WU RD HSI-CHIH,TAIPEI HSIEN,TAIWAN,R.O.C",(02)2698-3466,(02)2698-3344,stock@metatech.com.tw,WWW.METATECH.COM.TW,DAVID TANG,General manager,(02)2698-3466,stock@metatech.com.tw
TPEx Listed Company,3226,"LFA CO.,LTD.",－,Electric Machinery,LFA,2004/06/16,LIN CHUNG I,LIN CHUNG I,CHEN CHIH WEI,Special Assistant,DEC 31,Deloitte & Touche,"Chang, KENG-HSI","Yu, MENG- KUEI","No. 75,Huangong Road, Yongkang District, Tainan City 71244, Taiwan Tainan City, Taiwan (R.O.C.)",(06)510-5388,(06)510-5391,invest@lfa.com.tw,www.lfa.com.tw,CHEN CHIH WEI,Special Assistant,(06)510-5388,invest@lfa.com.tw
TPEx Listed Company,3227,PixArt Imaging Inc.,－,Semiconductor,PXI,2006/05/04,Sen-Huang Huang,Sen-Huang Huang,"Mei-Wei , Lo",Senior Vice President,DEC 31,Ernst & Young,Nicole Yang,Angel Chiu,"5F, No.5, Innovation Road I, Science-Based Industrial Park Hsin-Chu, Taiwan, R.O.C.",03-5795317,03-5794988,pxiir@pixart.com,http://www.pixart.com,"Mei-Wei , Lo",Senior Vice President,03-5795317#1199,pxiir@pixart.com
TPEx Listed Company,3228,"RDC Semiconductor Co.,Ltd.",－,Semiconductor,RDC,2005/03/02,"I, Chien-Nan","I, Chien-Nan",James Lu,Director Finance Div.,DEC 31,PricewaterhouseCoopers,Chih-Cheng Hsieh,Chien-Yu Liu,"6F-1,No.2-1,Lihsin Rd . Science-Based Industrial Park , Hsinchu 300, Taiwan,R.O.C",03-6662866,03-5631498,spokesman@rdc.com.tw,https://www.rdc.com.tw/,James Lu,Director Finance Div.,03-6662866轉105,James.Lu@rdc.com.tw
TPEx Listed Company,3230,"Jiin Ming Industry Co., Ltd.",－,Optoelectronic,Jiin Ming,2006/09/25,"TSAI,HSIANG-FENG","CHIEN,HAO-TING",LEE HSIEN CHANG,Consultant,DEC 31,Ernst & Young Taiwan,"Chiu, Wan-Ju","Huang, Jing-Ya","16F., NO.896, JINGGUO RD., LUZHU DIST. TAOYUAN CITY,TAIWAN,R.O.C.",03-3573689,03-3573258,rafeal.yang@jmg.com.tw,http://www.jmg.com.tw,YANG YUAN CHING,Finance Officer,03-3573689,rafeal.yang@jmg.com.tw
TPEx Listed Company,3232,Sentronic International Corp.,－,Electronic Products Distribution,SIC,2004/11/01,Tsai Tonko,Tsai Tonko,Micro Yeh,Vice President,DEC 31,PricewaterhouseCoopers Taiwan,Scott Liang,Zoe Chou,"25F.-6, No. 93, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 221, Taiwan, R.O.C.",8797-5025,2659-3257,carterjian@ms.sentronic.com.tw,http://www.sentronic.com.tw,Micro Yeh,Vice President,8797-5025#506,microyeh@ms.sentronic.com.tw
